DateOfReport,ReportID,ProductReference,SupplierName,GarmentType,Material,Weight,ProposedUnitsPerCarton,ProposedFoldingMethod,ProposedLayout,PackagingQuality,Size,Collection
2023-08-09,RPT0136583,PRD00009,SupplierE,Skirt,Linen,0.23,33.0,Method3,LayoutA,Good,L,Summer
2023-08-09,RPT0144689,PRD00024,SupplierA,Jacket,Cotton,0.73,17.0,Method2,LayoutD,Good,L,Summer
2023-08-09,RPT0376121,PRD00024,SupplierE,Jacket,Cotton,0.73,10.0,Method1,LayoutD,Good,L,Summer
2023-08-10,RPT0459887,PRD00023,SupplierA,Pants,Silk,0.28,32.0,Method3,LayoutC,Good,M,Summer
2023-08-12,RPT0396794,PRD00024,SupplierG,Jacket,Cotton,0.73,14.0,Method1,LayoutD,Bad,L,Summer
2023-08-13,RPT0064541,PRD00007,SupplierB,Shirt,Cotton,0.22,31.0,Method2,LayoutB,Good,XL,Winter
2023-08-13,RPT0224410,PRD00012,SupplierC,Shorts,Wool,0.33,26.0,Method3,LayoutB,Good,XS,Summer
2023-08-13,RPT0244532,PRD00016,SupplierA,Shirt,Cotton,0.2,22.0,Method2,LayoutB,Good,L,Spring
2023-08-13,RPT0292597,PRD00023,SupplierA,Pants,Silk,0.28,27.0,Method3,LayoutC,GOOD,M,Summer
2023-08-13,RPT0484923,PRD00002,SupplierG,Shorts,Cotton,0.35,28.0,Method2,LayoutB,Good,S,Summer
2023-08-15,RPT0012730,PRD00015,SupplierB,Shirt,Polyester,0.12,41.0,Method1,LayoutA,Good,M,Summer
2023-08-15,RPT0247141,PRD00025,SupplierA,Dress,Wool,0.72,14.0,Method3,LayoutC,Good,M,Autumn
2023-08-15,RPT0295411,PRD00015,SupplierA,Shirt,Polyester,0.12,49.0,Method2,LayoutA,Good,M,Summer
2023-08-16,RPT0026192,PRD00004,SupplierA,Skirt,Polyester,0.25,25.0,Method1,LayoutC,Good,L,Winter
2023-08-16,RPT0062844,PRD00010,SupplierB,Coat,Linen,1.51,5.0,Method2,LayoutE,Good,S,Summer
2023-08-16,RPT0354766,PRD00033,SupplierC,Shirt,Silk,0.14,41.0,Method3,LayoutA,Bad,L,Winter
2023-08-16,RPT0421207,PRD00023,SupplierA,Pants,Silk,0.28,32.0,Method3,LayoutC,Good,M,Summer
2023-08-16,RPT0471595,PRD00023,SupplierB,Pants,Silk,0.28,24.0,Method3,LayoutC,Good,M,Summer
2023-08-17,RPT0050479,PRD00020,SupplierA,Pants,Cotton,0.34,24.0,Method2,LayoutB,Good,S,Spring
2023-08-17,RPT0265019,PRD00032,SupplierA,Shirt,Denim,0.3,25.0,Method2,LayoutB,Good,S,Summer
2023-08-17,RPT0407614,PRD00016,SupplierC,Shirt,Cotton,0.2,32.0,Method1,LayoutA,Good,L,Spring
2023-08-18,RPT0342097,PRD00014,SupplierA,Pants,Cotton,0.42,29.0,Method2,LayoutC,Good,M,Winter
2023-08-19,RPT0043568,PRD00014,SupplierB,Pants,Cotton,0.42,24.0,Method1,LayoutC,Good,M,Winter
2023-08-19,RPT0251559,PRD00006,SupplierA,Shirt,Silk,0.16,30.0,Method3,LayoutA,Good,L,Summer
2023-08-19,RPT0322762,PRD00033,SupplierA,Shirt,Silk,0.14,32.0,Method3,LayoutA,Bad,L,Winter
2023-08-19,RPT0425999,PRD00031,SupplierC,Skirt,Cotton,0.32,32.0,Method1,LayoutB,Good,L,Summer
2023-08-19,RPT0429587,PRD00007,SupplierF,Shirt,Cotton,0.22,25.0,Method2,LayoutB,Good,XL,Winter
2023-08-19,RPT0472215,PRD00018,SupplierH,Dress,Cotton,0.46,22.0,Method2,LayoutC,Good,XL,Winter
2023-08-20,RPT0038386,PRD00020,SupplierE,Pants,Cotton,0.34,27.0,Method2,LayoutC,Good,S,Spring
2023-08-21,RPT0249151,PRD00005,SupplierA,Shirt,Polyester,0.16,38.0,Method2,LayoutA,Good,M,Spring
2023-08-22,RPT0034675,PRD00011,SupplierD,Shirt,Silk,0.15,34.0,Method3,LayoutB,Good,M,Summer
2023-08-22,RPT0202246,PRD00006,SupplierB,Shirt,Silk,0.16,46.0,Method3,LayoutB,Good,L,Summer
2023-08-22,RPT0284413,PRD00003,SupplierA,Sweater,Cotton,0.85,18.0,Method1,LayoutD,Good,M,Spring
2023-08-22,RPT0437340,PRD00027,SupplierG,Shirt,Silk,0.11,47.0,Method3,LayoutB,Good,S,Summer
2023-08-24,RPT0105276,PRD00010,SupplierB,Coat,Linen,1.51,9.0,Method3,LayoutD,Good,S,Summer
2023-08-24,RPT0334369,PRD00018,SupplierA,Dress,Cotton,0.46,23.0,Method1,LayoutC,Good,XL,Winter
2023-08-24,RPT0431036,PRD00034,SupplierF,Shorts,Silk,0.23,27.0,Method3,LayoutA,Bad,M,Summer
2023-08-24,RPT0466920,PRD00005,SupplierB,Shirt,Polyester,0.16,37.0,Method1,LayoutA,Bad,M,Spring
2023-08-25,RPT0106197,PRD00001,SupplierC,Jacket,Cotton,0.84,11.0,Method1,LayoutD,Good,L,Summer
2023-08-25,RPT0331504,PRD00021,SupplierD,Suit,Cotton,1.11,4.0,Method2,LayoutE,Bad,M,Spring
2023-08-25,RPT0354152,PRD00001,SupplierA,Jacket,Cotton,0.84,18.0,Method2,LayoutC,Good,L,Summer
2023-08-25,RPT0388344,PRD00033,SupplierA,Shirt,Silk,0.14,39.0,Method3,LayoutA,Good,L,Winter
2023-08-25,RPT0495520,PRD00016,SupplierD,Shirt,Cotton,0.2,25.0,Method2,LayoutA,Good,L,Spring
2023-08-26,RPT0144618,PRD00030,SupplierC,Shirt,Wool,0.26,20.0,Method3,LayoutC,Bad,S,Winter
2023-08-27,RPT0158716,PRD00034,SupplierB,Shorts,Silk,0.23,23.0,Method3,LayoutA,Good,M,Summer
2023-08-27,RPT0186773,PRD00027,SupplierB,Shirt,Silk,0.11,37.0,Method3,LayoutB,Good,S,Summer
2023-08-29,RPT0094489,PRD00007,SupplierC,Shirt,Cotton,0.22,33.0,Method1,LayoutA,Bad,XL,Winter
2023-08-29,RPT0095266,PRD00022,SupplierA,Shirt,Cotton,0.16,38.0,Method2,LayoutA,Good,M,Autumn
2023-08-29,RPT0097903,PRD00004,SupplierB,Skirt,Polyester,0.25,27.0,Method2,LayoutB,Good,L,Winter
2023-08-29,RPT0485708,PRD00010,SupplierA,Coat,Linen,1.51,4.0,Method2,LayoutE,Good,S,Summer
2023-08-31,RPT0075285,PRD00009,SupplierC,Skirt,Linen,0.23,32.0,Method3,LayoutA,Good,L,Summer
2023-08-31,RPT0112390,PRD00024,SupplierC,Jacket,Cotton,0.73,11.0,Method1,LayoutC,Good,L,Summer
2023-08-31,RPT0240694,PRD00015,SupplierB,Shirt,Polyester,0.12,38.0,Method1,LayoutA,Good,M,Summer
2023-09-01,RPT0191189,PRD00024,SupplierE,Jacket,Cotton,0.73,12.0,Method1,LayoutD,Bad,L,Summer
2023-09-01,RPT0353021,PRD00009,SupplierE,Skirt,Linen,0.23,30.0,Method3,LayoutA,Good,L,Summer
2023-09-02,RPT0127147,PRD00027,SupplierA,Shirt,Silk,0.11,35.0,Method3,LayoutB,Good,S,Summer
2023-09-03,RPT0227541,PRD00017,SupplierA,Pants,Cotton,0.37,22.0,Method1,LayoutC,Good,L,Summer
2023-09-04,RPT0337206,PRD00017,SupplierD,Pants,Cotton,0.37,24.0,Method1,LayoutC,Good,L,Summer
2023-09-05,RPT0352883,PRD00017,SupplierG,Pants,Cotton,0.37,30.0,Method1,LayoutC,Good,L,Summer
2023-09-05,RPT0498965,PRD00034,SupplierB,Shorts,Silk,0.23,3.0,Method3,LayoutA,Good,M,Summer
2023-09-06,RPT0422881,PRD00022,SupplierG,Shirt,Cotton,0.16,46.0,Method2,LayoutB,Good,M,Autumn
2023-09-07,RPT0299901,PRD00018,SupplierH,Dress,Cotton,0.46,31.0,Method1,LayoutC,Bad,XL,Winter
2023-09-07,RPT0352200,PRD00022,SupplierC,Shirt,Cotton,0.16,45.0,Method1,LayoutB,Good,M,Autumn
2023-09-07,RPT0472682,PRD00034,SupplierF,Shorts,Silk,0.23,33.0,Method3,LayoutB,Good,M,Summer
2023-09-08,RPT0028151,PRD00007,SupplierB,Shirt,Cotton,0.22,32.0,Method2,LayoutB,Bad,XL,Winter
2023-09-08,RPT0061013,PRD00019,SupplierC,Jacket,Cotton,0.76,14.0,Method1,LayoutD,Bad,M,Summer
2023-09-08,RPT0327397,PRD00029,SupplierD,Skirt,Wool,0.32,31.0,Method3,LayoutB,Good,S,Summer
2023-09-11,RPT0228350,PRD00012,SupplierF,Shorts,Wool,0.33,33.0,Method3,LayoutB,Good,XS,Summer
2023-09-11,RPT0292458,PRD00004,SupplierG,Skirt,Polyester,0.25,28.0,Method1,LayoutB,Good,L,Winter
2023-09-11,RPT0423793,PRD00021,SupplierB,Suit,Cotton,1.11,30.0,Method2,LayoutE,Bad,M,Spring
2023-09-11,RPT0482454,PRD00034,SupplierA,Shorts,Silk,0.23,31.0,Method3,LayoutA,Bad,M,Summer
2023-09-11,RPT0492034,PRD00029,SupplierC,Skirt,Wool,0.32,30.0,Method3,LayoutC,Good,S,Summer
2023-09-12,RPT0124393,PRD00025,SupplierA,Dress,Wool,0.72,13.0,Method3,LayoutD,Good,M,Autumn
2023-09-12,RPT0203384,PRD00021,SupplierE,Suit,Cotton,1.11,5.0,Method2,LayoutD,Good,M,Spring
2023-09-12,RPT0250305,PRD00006,SupplierB,Shirt,Silk,0.16,40.0,Method3,LayoutA,Good,L,Summer
2023-09-13,RPT0380813,PRD00024,SupplierB,Jacket,Cotton,0.73,15.0,Method1,LayoutC,Good,L,Summer
2023-09-14,RPT0183542,PRD00030,SupplierC,Shirt,Wool,0.26,20.0,Method3,LayoutB,Good,S,Winter
2023-09-14,RPT0261525,PRD00021,SupplierC,Suit,Cotton,1.11,6.0,Method1,LayoutD,Good,M,Spring
2023-09-15,RPT0077716,PRD00027,SupplierF,Shirt,Silk,0.11,40.0,Method3,LayoutA,Good,S,Summer
2023-09-15,RPT0182554,PRD00027,SupplierD,Shirt,Silk,0.11,12.0,Method3,LayoutB,Good,S,Summer
2023-09-15,RPT0264087,PRD00002,SupplierC,Shorts,Cotton,0.35,25.0,Method2,LayoutC,Bad,S,Summer
2023-09-16,RPT0184702,PRD00013,SupplierH,T-Shirt,Silk,0.1,44.0,Method3,LayoutA,Good,S,Summer
2023-09-17,RPT0153877,PRD00010,SupplierE,Coat,Linen,1.51,8.0,Method3,LayoutG,Bad,S,Summer
2023-09-17,RPT0175831,PRD00016,SupplierG,Shirt,Cotton,0.2,22.0,Method2,LayoutA,Good,L,Spring
2023-09-17,RPT0473933,PRD00022,SupplierC,Shirt,Cotton,0.16,39.0,Method1,LayoutB,Good,M,Autumn
2023-09-18,RPT0190827,PRD00025,SupplierA,Dress,Wool,0.72,10.0,Method3,LayoutC,Good,M,Autumn
2023-09-18,RPT0261726,PRD00003,SupplierB,Sweater,Cotton,0.85,13.0,Method1,LayoutD,Good,M,Spring
2023-09-18,RPT0308274,PRD00012,SupplierA,Shorts,Wool,0.33,28.0,Method3,LayoutC,Good,XS,Summer
2023-09-18,RPT0330078,PRD00020,SupplierB,Pants,Cotton,0.34,30.0,Method1,LayoutB,Bad,S,Spring
2023-09-19,RPT0040082,PRD00001,SupplierF,Jacket,Cotton,0.84,14.0,Method2,LayoutC,Good,L,Summer
2023-09-19,RPT0147105,PRD00015,SupplierB,Shirt,Polyester,0.12,39.0,Method1,LayoutA,Good,M,Summer
2023-09-20,RPT0001918,PRD00010,SupplierG,Coat,Linen,1.51,8.0,Method2,LayoutE,Bad,S,Summer
2023-09-20,RPT0090439,PRD00025,SupplierA,Dress,Wool,0.72,18.0,Method3,LayoutC,Bad,M,Autumn
2023-09-20,RPT0223170,PRD00031,SupplierH,Skirt,Cotton,0.32,25.0,Method2,LayoutC,Bad,L,Summer
2023-09-20,RPT0450098,PRD00013,SupplierC,T-Shirt,Silk,0.1,43.0,Method3,LayoutA,Bad,S,Summer
2023-09-20,RPT0463630,PRD00019,SupplierE,Jacket,Cotton,0.76,18.0,Method1,LayoutC,Good,M,Summer
2023-09-21,RPT0466577,PRD00029,SupplierC,Skirt,Wool,0.32,25.0,Method3,LayoutB,Bad,S,Summer
2023-09-22,RPT0023387,PRD00031,SupplierA,Skirt,Cotton,0.32,24.0,Method1,LayoutC,Good,L,Summer
2023-09-22,RPT0222110,PRD00029,SupplierD,Skirt,Wool,0.32,23.0,Method3,LayoutC,Good,S,Summer
2023-09-22,RPT0228815,PRD00019,SupplierA,Jacket,Cotton,0.76,16.0,Method1,LayoutC,Bad,M,Summer
2023-09-23,RPT0026026,PRD00011,SupplierA,Shirt,Silk,0.15,43.0,Method2,LayoutA,Good,M,Summer
2023-09-23,RPT0480210,PRD00031,SupplierG,Skirt,Cotton,0.32,30.0,Method2,LayoutC,Good,L,Summer
2023-09-24,RPT0069642,PRD00032,SupplierC,Shirt,Denim,0.3,24.0,Method2,LayoutB,Good,S,Summer
2023-09-24,RPT0118607,PRD00005,SupplierA,Shirt,Polyester,0.16,33.0,Method2,LayoutA,Good,M,Spring
2023-09-24,RPT0321685,PRD00031,SupplierA,Skirt,Cotton,0.32,30.0,Method2,LayoutB,Good,L,Summer
2023-09-24,RPT0324316,PRD00029,SupplierC,Skirt,Wool,0.32,28.0,Method3,LayoutC,Good,S,Summer
2023-09-24,RPT0378292,PRD00025,SupplierE,Dress,Wool,0.72,13.0,Method3,LayoutC,Good,M,Autumn
2023-09-24,RPT0485001,PRD00021,SupplierC,Suit,Cotton,1.11,4.0,Method1,LayoutD,Bad,M,Spring
2023-09-24,RPT0491165,PRD00010,SupplierA,Coat,Linen,1.51,4.0,Method3,LayoutE,Good,S,Summer
2023-09-25,RPT0042811,PRD00030,SupplierC,Shirt,Wool,0.26,24.0,Method3,LayoutC,Bad,S,Winter
2023-09-25,RPT0148615,PRD00020,SupplierD,Pants,Cotton,0.34,22.0,Method2,LayoutB,Good,S,Spring
2023-09-25,RPT0368968,PRD00026,SupplierF,T-Shirt,Cotton,0.15,32.0,Method1,LayoutA,Bad,M,Autumn
2023-09-26,RPT0036835,PRD00004,SupplierB,Skirt,Polyester,0.25,22.0,Method2,LayoutB,Good,L,Winter
2023-09-26,RPT0040764,PRD00032,SupplierG,Shirt,Denim,0.3,22.0,Method2,LayoutC,Good,S,Summer
2023-09-26,RPT0202413,PRD00002,SupplierB,Shorts,Cotton,0.35,21.0,Method1,LayoutB,Good,S,Summer
2023-09-26,RPT0247987,PRD00032,SupplierC,Shirt,Denim,0.3,27.0,Method2,LayoutB,Good,S,Summer
2023-09-26,RPT0477269,PRD00024,SupplierC,Jacket,Cotton,0.73,10.0,Method1,LayoutC,Good,L,Summer
2023-09-27,RPT0092617,PRD00016,SupplierA,Shirt,Cotton,0.2,23.0,Method2,LayoutA,Bad,L,Spring
2023-09-27,RPT0323332,PRD00004,SupplierA,Skirt,Polyester,0.25,29.0,Method2,LayoutB,Good,L,Winter
2023-09-28,RPT0351263,PRD00004,SupplierA,Skirt,Polyester,0.25,26.0,Method2,LayoutB,Good,L,Winter
2023-09-29,RPT0021208,PRD00002,SupplierE,Shorts,Cotton,0.35,29.0,Method1,LayoutC,Bad,S,Summer
2023-09-29,RPT0075111,PRD00002,SupplierF,Shorts,Cotton,0.35,32.0,Method2,LayoutC,Good,S,Summer
2023-09-29,RPT0085924,PRD00024,SupplierD,Jacket,Cotton,0.73,15.0,Method1,LayoutC,Bad,L,Summer
2023-09-29,RPT0494951,PRD00032,SupplierD,Shirt,Denim,0.3,26.0,Method2,LayoutC,Bad,S,Summer
2023-09-30,RPT0376703,PRD00017,SupplierF,Pants,Cotton,0.37,30.0,Method1,LayoutB,Good,L,Summer
2023-09-30,RPT0388019,PRD00025,SupplierD,Dress,Wool,0.72,11.0,Method3,LayoutC,Good,M,Autumn
2023-09-30,RPT0495370,PRD00006,SupplierC,Shirt,Silk,0.16,43.0,Method3,LayoutB,Good,L,Summer
2023-10-01,RPT0010380,PRD00024,SupplierA,Jacket,Cotton,0.73,12.0,Method2,LayoutD,Good,L,Summer
2023-10-01,RPT0044646,PRD00028,SupplierA,Dress,Silk,0.37,33.0,Method3,LayoutB,Good,XS,Winter
2023-10-02,RPT0454740,PRD00016,SupplierH,Shirt,Cotton,0.2,22.0,Method2,LayoutA,Good,L,Spring
2023-10-02,RPT0491785,PRD00005,SupplierB,Shirt,Polyester,0.16,39.0,Method1,LayoutB,Bad,M,Spring
2023-10-03,RPT0075364,PRD00014,SupplierB,Pants,Cotton,0.42,22.0,Method1,LayoutC,Good,M,Winter
2023-10-03,RPT0113245,PRD00008,SupplierH,T-Shirt,Polyester,0.13,47.0,Method2,LayoutB,Good,S,Spring
2023-10-03,RPT0295625,PRD00030,SupplierC,Shirt,Wool,0.26,32.0,Method3,LayoutB,Bad,S,Winter
2023-10-03,RPT0465972,PRD00028,SupplierA,Dress,Silk,0.37,32.0,Method3,LayoutB,Good,XS,Winter
2023-10-03,RPT0494792,PRD00029,SupplierA,Skirt,Wool,0.32,23.0,Method3,LayoutC,Good,S,Summer
2023-10-04,RPT0140004,PRD00018,SupplierA,Dress,Cotton,0.46,32.0,Method1,LayoutB,Good,XL,Winter
2023-10-05,RPT0012387,PRD00023,SupplierA,Pants,Silk,0.28,32.0,Method3,LayoutC,Good,M,Summer
2023-10-06,RPT0088659,PRD00026,SupplierF,T-Shirt,Cotton,0.15,36.0,Method2,LayoutA,Good,M,Autumn
2023-10-06,RPT0089849,PRD00001,SupplierB,Jacket,Cotton,0.84,18.0,Method1,LayoutD,Good,L,Summer
2023-10-06,RPT0300022,PRD00003,SupplierE,Sweater,Cotton,0.85,16.0,Method1,LayoutC,Good,M,Spring
2023-10-06,RPT0310047,PRD00005,SupplierE,Shirt,Polyester,0.16,43.0,Method2,LayoutB,Good,M,Spring
2023-10-07,RPT0485356,PRD00030,SupplierE,Shirt,Wool,0.26,26.0,Method3,LayoutB,Bad,S,Winter
2023-10-08,RPT0381426,PRD00014,SupplierB,Pants,Cotton,0.42,21.0,Method1,LayoutB,Good,M,Winter
2023-10-09,RPT0235161,PRD00011,SupplierE,Shirt,Silk,0.15,36.0,Method3,LayoutA,Good,M,Summer
2023-10-09,RPT0469951,PRD00034,SupplierA,Shorts,Silk,0.23,21.0,Method3,LayoutA,Good,M,Summer
2023-10-09,RPT0480249,PRD00028,SupplierD,Dress,Silk,0.37,22.0,Method3,LayoutC,Good,XS,Winter
2023-10-10,RPT0194451,PRD00011,SupplierA,Shirt,Silk,0.15,45.0,Method3,LayoutB,Good,M,Summer
2023-10-10,RPT0323745,PRD00003,SupplierC,Sweater,Cotton,0.85,11.0,Method1,LayoutC,Good,M,Spring
2023-10-11,RPT0126310,PRD00001,SupplierE,Jacket,Cotton,0.84,13.0,Method1,LayoutC,Good,L,Summer
2023-10-11,RPT0469060,PRD00027,SupplierC,Shirt,Silk,0.11,36.0,Method3,LayoutA,Good,S,Summer
2023-10-12,RPT0231360,PRD00005,SupplierF,Shirt,Polyester,0.16,47.0,Method2,LayoutA,Bad,M,Spring
2023-10-12,RPT0432920,PRD00033,SupplierA,Shirt,Silk,0.14,38.0,Method3,LayoutA,Good,L,Winter
2023-10-13,RPT0052041,PRD00032,SupplierB,Shirt,Denim,0.3,31.0,Method2,LayoutC,Good,S,Summer
2023-10-13,RPT0305296,PRD00022,SupplierD,Shirt,Cotton,0.16,45.0,Method2,LayoutA,Good,M,Autumn
2023-10-13,RPT0428669,PRD00018,SupplierB,Dress,Cotton,0.46,27.0,Method1,LayoutC,Bad,XL,Winter
2023-10-13,RPT0463913,PRD00007,SupplierC,Shirt,Cotton,0.22,33.0,Method2,LayoutB,Good,XL,Winter
2023-10-14,RPT0054900,PRD00005,SupplierH,Shirt,Polyester,0.16,49.0,Method2,LayoutB,Bad,M,Spring
2023-10-14,RPT0215691,PRD00007,SupplierB,Shirt,Cotton,0.22,23.0,Method2,LayoutA,Good,XL,Winter
2023-10-14,RPT0260389,PRD00010,SupplierD,Coat,Linen,1.51,6.0,Method2,LayoutE,Good,S,Summer
2023-10-14,RPT0365981,PRD00026,SupplierA,T-Shirt,Cotton,0.15,31.0,Method2,LayoutG,Good,M,Autumn
2023-10-14,RPT0487075,PRD00018,SupplierB,Dress,Cotton,0.46,23.0,Method2,LayoutB,Good,XL,Winter
2023-10-15,RPT0067460,PRD00021,SupplierC,Suit,Cotton,1.11,5.0,Method1,LayoutD,Good,M,Spring
2023-10-16,RPT0100938,PRD00002,SupplierE,Shorts,Cotton,0.35,24.0,Method2,LayoutB,Good,S,Summer
2023-10-16,RPT0244635,PRD00011,SupplierA,Shirt,Silk,0.15,34.0,Method3,LayoutB,Good,M,Summer
2023-10-17,RPT0063888,PRD00001,SupplierB,Jacket,Cotton,0.84,13.0,Method2,LayoutC,Good,L,Summer
2023-10-17,RPT0241659,PRD00019,SupplierD,Jacket,Cotton,0.76,17.0,Method2,LayoutD,Good,M,Summer
2023-10-17,RPT0394590,PRD00017,SupplierG,Pants,Cotton,0.37,32.0,Method2,LayoutC,Good,L,Summer
2023-10-17,RPT0423372,PRD00007,SupplierE,Shirt,Cotton,0.22,22.0,Method2,LayoutA,Bad,XL,Winter
2023-10-18,RPT0080503,PRD00032,SupplierB,Shirt,Denim,0.3,25.0,Method2,LayoutC,Good,S,Summer
2023-10-18,RPT0091791,PRD00016,SupplierE,Shirt,Cotton,0.2,20.0,Method1,LayoutA,Good,L,Spring
2023-10-18,RPT0154934,PRD00030,SupplierF,Shirt,Wool,0.26,33.0,Method3,LayoutC,Bad,S,Winter
2023-10-18,RPT0193434,PRD00010,SupplierH,Coat,Linen,1.51,6.0,Method3,LayoutD,Bad,S,Summer
2023-10-18,RPT0342111,PRD00008,SupplierA,T-Shirt,Polyester,0.13,45.0,Method2,LayoutB,Good,S,Spring
2023-10-18,RPT0419960,PRD00022,SupplierE,Shirt,Cotton,0.16,38.0,Method2,LayoutB,Good,M,Autumn
2023-10-19,RPT0036294,PRD00021,SupplierA,Suit,Cotton,1.11,5.0,Method1,LayoutE,Good,M,Spring
2023-10-19,RPT0099848,PRD00033,SupplierC,Shirt,Silk,0.14,31.0,Method3,LayoutB,Good,L,Winter
2023-10-19,RPT0129808,PRD00020,SupplierE,Pants,Cotton,0.34,23.0,Method2,LayoutC,Good,S,Spring
2023-10-20,RPT0102498,PRD00008,SupplierC,T-Shirt,Polyester,0.13,43.0,Method2,LayoutA,Good,S,Spring
2023-10-20,RPT0193787,PRD00018,SupplierG,Dress,Cotton,0.46,21.0,Method1,LayoutC,Good,XL,Winter
2023-10-20,RPT0251144,PRD00001,SupplierF,Jacket,Cotton,0.84,17.0,Method1,LayoutD,Good,L,Summer
2023-10-20,RPT0297407,PRD00005,SupplierF,Shirt,Polyester,0.16,48.0,Method1,LayoutB,Good,M,Spring
2023-10-21,RPT0049826,PRD00006,SupplierG,Shirt,Silk,0.16,33.0,Method3,LayoutA,Good,L,Summer
2023-10-21,RPT0232070,PRD00018,SupplierB,Dress,Cotton,0.46,25.0,Method2,LayoutB,Good,XL,Winter
2023-10-21,RPT0411144,PRD00026,SupplierA,T-Shirt,Cotton,0.15,31.0,Method1,LayoutB,Good,M,Autumn
2023-10-22,RPT0240507,PRD00009,SupplierF,Skirt,Linen,0.23,28.0,Method2,LayoutA,Bad,L,Summer
2023-10-22,RPT0284878,PRD00027,SupplierA,Shirt,Silk,0.11,46.0,Method3,LayoutC,Good,S,Summer
2023-10-23,RPT0006144,PRD00019,SupplierB,Jacket,Cotton,0.76,15.0,Method2,LayoutC,Good,M,Summer
2023-10-23,RPT0026809,PRD00029,SupplierH,Skirt,Wool,0.32,25.0,Method3,LayoutC,Bad,S,Summer
2023-10-23,RPT0072631,PRD00009,SupplierE,Skirt,Linen,0.23,20.0,Method3,LayoutB,Good,L,Summer
2023-10-23,RPT0138935,PRD00018,SupplierC,Dress,Cotton,0.46,3.0,Method1,LayoutC,Good,XL,Winter
2023-10-23,RPT0280863,PRD00025,SupplierH,Dress,Wool,0.72,17.0,Method3,LayoutD,Good,M,Autumn
2023-10-23,RPT0407439,PRD00032,SupplierD,Shirt,Denim,0.3,32.0,Method2,LayoutC,Bad,S,Summer
2023-10-24,RPT0006252,PRD00005,SupplierE,Shirt,Polyester,0.16,41.0,Method1,LayoutA,Good,M,Spring
2023-10-24,RPT0198135,PRD00018,SupplierB,Dress,Cotton,0.46,20.0,Method1,LayoutB,Good,XL,Winter
2023-10-24,RPT0222095,PRD00023,SupplierD,Pants,Silk,0.28,28.0,Method3,LayoutC,Good,M,Summer
2023-10-24,RPT0250057,PRD00014,SupplierB,Pants,Cotton,0.42,23.0,Method2,LayoutB,Good,M,Winter
2023-10-24,RPT0480701,PRD00030,SupplierF,Shirt,Wool,0.26,29.0,Method3,LayoutC,Bad,S,Winter
2023-10-25,RPT0345158,PRD00027,SupplierG,Shirt,Silk,0.11,48.0,Method3,LayoutB,Bad,S,Summer
2023-10-25,RPT0347264,PRD00026,SupplierC,T-Shirt,Cotton,0.15,44.0,Method1,LayoutA,Good,M,Autumn
2023-10-25,RPT0425689,PRD00033,SupplierD,Shirt,Silk,0.14,40.0,Method3,LayoutA,Good,L,Winter
2023-10-25,RPT0469264,PRD00008,SupplierE,T-Shirt,Polyester,0.13,35.0,Method1,LayoutA,Good,S,Spring
2023-10-26,RPT0081275,PRD00011,SupplierB,Shirt,Silk,0.15,30.0,Method3,LayoutB,Good,M,Summer
2023-10-26,RPT0138629,PRD00006,SupplierA,Shirt,Silk,0.16,41.0,Method3,LayoutB,Good,L,Summer
2023-10-26,RPT0193087,PRD00004,SupplierB,Skirt,Polyester,0.25,20.0,Method1,LayoutB,Good,L,Winter
2023-10-26,RPT0228134,PRD00020,SupplierB,Pants,Cotton,0.34,20.0,Method1,LayoutB,Bad,S,Spring
2023-10-26,RPT0258597,PRD00018,SupplierC,Dress,Cotton,0.46,25.0,Method1,LayoutC,Good,XL,Winter
2023-10-27,RPT0112605,PRD00004,SupplierA,Skirt,Polyester,0.25,30.0,Method1,LayoutC,Good,L,Winter
2023-10-27,RPT0137246,PRD00026,SupplierC,T-Shirt,Cotton,0.15,36.0,Method1,LayoutA,Good,M,Autumn
2023-10-28,RPT0141994,PRD00013,SupplierC,T-Shirt,Silk,0.1,30.0,Method3,LayoutA,Good,S,Summer
2023-10-29,RPT0204966,PRD00002,SupplierF,Shorts,Cotton,0.35,32.0,Method2,LayoutB,Good,S,Summer
2023-10-29,RPT0408440,PRD00034,SupplierE,Shorts,Silk,0.23,23.0,Method3,LayoutB,Bad,M,Summer
2023-10-29,RPT0447704,PRD00020,SupplierA,Pants,Cotton,0.34,24.0,Method2,LayoutB,Good,S,Spring
2023-10-30,RPT0045385,PRD00027,SupplierB,Shirt,Silk,0.11,35.0,Method3,LayoutA,Good,S,Summer
2023-10-30,RPT0123708,PRD00005,SupplierE,Shirt,Polyester,0.16,48.0,Method1,LayoutB,Good,M,Spring
2023-10-30,RPT0241545,PRD00016,SupplierA,Shirt,Cotton,0.2,23.0,Method1,LayoutA,Good,L,Spring
2023-10-30,RPT0289174,PRD00031,SupplierC,Skirt,Cotton,0.32,26.0,Method2,LayoutA,Good,L,Summer
2023-10-31,RPT0285849,PRD00011,SupplierD,Shirt,Silk,0.15,43.0,Method3,LayoutA,Good,M,Summer
2023-10-31,RPT0295205,PRD00007,SupplierB,Shirt,Cotton,0.22,29.0,Method1,LayoutB,Good,XL,Winter
2023-11-01,RPT0132525,PRD00032,SupplierA,Shirt,Denim,0.3,29.0,Method2,LayoutB,Bad,S,Summer
2023-11-01,RPT0135533,PRD00017,SupplierA,Pants,Cotton,0.37,21.0,Method2,LayoutB,Good,L,Summer
