ProductReference,SupplierName,ProposedLayout,ProposedFoldingMethod,ProposedUnitsPerCarton,ProductName,GarmentType,Material,Size,Collection,Weight
PRD07267,SupplierF,LayoutA,Method1,42.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.19
PRD07266,SupplierC,LayoutA,Method2,30.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.24
PRD07265,SupplierB,LayoutA,Method3,34.0,T-Shirt Silk M,T-Shirt,Silk,M,Winter,0.1
PRD07264,SupplierA,LayoutA,Method2,33.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.21
PRD07285,SupplierE,LayoutC,Method2,32.0,Pants Cotton XS,Pants,Cotton,XS,Spring,0.36
PRD07284,SupplierG,LayoutD,Method3,10.0,Suit Linen M,Suit,Linen,M,Summer,0.89
PRD07283,SupplierB,LayoutB,Method2,33.0,Shirt Cotton L,Shirt,Cotton,L,Winter,0.2
PRD07282,SupplierA,LayoutA,Method1,28.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.22
PRD07281,SupplierA,LayoutB,Method2,22.0,Skirt Cotton L,Skirt,Cotton,L,Summer,0.33
PRD07280,SupplierE,LayoutC,Method2,23.0,Skirt Cotton S,Skirt,Cotton,S,Summer,0.26
PRD07279,SupplierD,LayoutC,Method1,17.0,Sweater Cotton XL,Sweater,Cotton,XL,Spring,0.7
PRD07278,SupplierC,LayoutA,Method3,26.0,Shirt Wool M,Shirt,Wool,M,Autumn,0.24
PRD07277,SupplierH,LayoutB,Method2,24.0,Pants Polyester M,Pants,Polyester,M,Winter,0.31
PRD07276,SupplierA,LayoutB,Method2,27.0,Blouse Polyester S,Blouse,Polyester,S,Spring,0.2
PRD07275,SupplierF,LayoutD,Method2,13.0,Jacket Cotton M,Jacket,Cotton,M,Winter,0.86
PRD07274,SupplierA,LayoutA,Method2,45.0,Shirt Cotton XS,Shirt,Cotton,XS,Spring,0.18
PRD07297,SupplierB,LayoutA,Method3,47.0,Shirt Silk L,Shirt,Silk,L,Autumn,0.15
PRD07296,SupplierF,LayoutC,Method1,11.0,Hoodie Polyester L,Hoodie,Polyester,L,Spring,0.77
PRD07295,SupplierC,LayoutB,Method1,46.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.16
PRD07294,SupplierA,LayoutC,Method3,21.0,Dress Silk L,Dress,Silk,L,Winter,0.37
PRD07293,SupplierB,LayoutB,Method2,39.0,Shirt Cotton XL,Shirt,Cotton,XL,Autumn,0.19
PRD07292,SupplierB,LayoutA,Method3,49.0,Shirt Linen L,Shirt,Linen,L,Summer,0.16
PRD07291,SupplierH,LayoutD,Method1,11.0,Sweater Polyester M,Sweater,Polyester,M,Summer,0.62
PRD07290,SupplierF,LayoutA,Method2,47.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Summer,0.13
PRD07289,SupplierG,LayoutC,Method3,25.0,Shorts Wool L,Shorts,Wool,L,Autumn,0.39
PRD07288,SupplierC,LayoutB,Method2,25.0,Pants Cotton M,Pants,Cotton,M,Summer,0.42
PRD07287,SupplierE,LayoutB,Method2,32.0,Skirt Polyester S,Skirt,Polyester,S,Winter,0.28
PRD07286,SupplierA,LayoutB,Method2,24.0,Dress Polyester XL,Dress,Polyester,XL,Summer,0.47
PRD07308,SupplierA,LayoutC,Method2,29.0,Pants Linen XL,Pants,Linen,XL,Summer,0.41
PRD07307,SupplierA,LayoutB,Method2,36.0,T-Shirt Cotton XL,T-Shirt,Cotton,XL,Winter,0.14
PRD07306,SupplierA,LayoutB,Method2,32.0,Blouse Cotton XL,Blouse,Cotton,XL,Spring,0.26
PRD07305,SupplierD,LayoutB,Method2,38.0,Shirt Linen XL,Shirt,Linen,XL,Autumn,0.18
PRD07304,SupplierH,LayoutA,Method2,25.0,Blouse Cotton M,Blouse,Cotton,M,Autumn,0.2
PRD07303,SupplierA,LayoutC,Method1,28.0,Pants Cotton XL,Pants,Cotton,XL,Winter,0.38
PRD07302,SupplierA,LayoutC,Method1,11.0,Jacket Polyester L,Jacket,Polyester,L,Summer,0.77
PRD07301,SupplierA,LayoutB,Method2,30.0,Shirt Polyester S,Shirt,Polyester,S,Winter,0.17
PRD07300,SupplierC,LayoutD,Method3,8.0,Suit Linen S,Suit,Linen,S,Summer,1.01
PRD07299,SupplierF,LayoutB,Method1,20.0,Jacket Polyester L,Jacket,Polyester,L,Summer,0.47
PRD07298,SupplierE,LayoutC,Method2,28.0,Dress Linen L,Dress,Linen,L,Autumn,0.46
PRD07320,SupplierE,LayoutB,Method1,33.0,Shorts Polyester L,Shorts,Polyester,L,Summer,0.25
PRD07319,SupplierA,LayoutC,Method3,19.0,Jacket Silk M,Jacket,Silk,M,Spring,0.61
PRD07318,SupplierA,LayoutC,Method1,19.0,Suit Polyester L,Suit,Polyester,L,Summer,0.89
PRD07317,SupplierD,LayoutB,Method1,42.0,Shirt Polyester XL,Shirt,Polyester,XL,Winter,0.14
PRD07316,SupplierE,LayoutE,Method3,7.0,Hoodie Wool S,Hoodie,Wool,S,Summer,1.12
PRD07315,SupplierC,LayoutB,Method2,47.0,Shirt Polyester XS,Shirt,Polyester,XS,Winter,0.14
PRD07314,SupplierB,LayoutC,Method2,16.0,Jacket Polyester S,Jacket,Polyester,S,Summer,0.68
PRD07313,SupplierB,LayoutB,Method3,31.0,Pants Linen S,Pants,Linen,S,Winter,0.33
PRD07312,SupplierB,LayoutC,Method2,14.0,Dress Polyester XS,Dress,Polyester,XS,Spring,0.51
PRD07311,SupplierA,LayoutA,Method1,20.0,Shorts Polyester L,Shorts,Polyester,L,Winter,0.23
PRD07310,SupplierA,LayoutB,Method2,12.5,Shirt Cotton L,Shirt,Cotton,L,Spring,0.2
PRD07309,SupplierA,LayoutA,Method1,35.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Winter,0.14
PRD07330,SupplierC,LayoutC,Method1,29.0,Skirt Cotton XL,Skirt,Cotton,XL,Winter,0.3
PRD07329,SupplierB,LayoutA,Method2,43.0,Shirt Linen S,Shirt,Linen,S,Summer,0.18
PRD07328,SupplierB,LayoutC,Method1,18.0,Sweater Cotton L,Sweater,Cotton,L,Winter,0.6
PRD07327,SupplierA,LayoutB,Method1,31.0,Pants Polyester M,Pants,Polyester,M,Winter,0.35
PRD07326,SupplierC,LayoutB,Method3,32.0,Shirt Linen M,Shirt,Linen,M,Autumn,0.2
PRD07325,SupplierA,LayoutB,Method1,46.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.15
PRD07324,SupplierG,LayoutE,Method2,8.0,Coat Cotton M,Coat,Cotton,M,Summer,1.62
PRD07323,SupplierB,LayoutB,Method1,32.0,Dress Polyester L,Dress,Polyester,L,Winter,0.39
PRD07322,SupplierF,LayoutB,Method1,22.0,Skirt Cotton S,Skirt,Cotton,S,Spring,0.3
PRD07321,SupplierB,LayoutC,Method2,25.0,Pants Cotton M,Pants,Cotton,M,Spring,0.34
PRD07343,SupplierE,LayoutD,Method3,6.0,Coat Linen M,Coat,Linen,M,Spring,1.42
PRD07342,SupplierB,LayoutE,Method3,9.0,Jacket Wool S,Jacket,Wool,S,Winter,1.05
PRD07341,SupplierC,LayoutB,Method3,22.0,Shorts Wool M,Shorts,Wool,M,Summer,0.37
PRD07340,SupplierD,LayoutA,Method2,32.0,Skirt Cotton L,Skirt,Cotton,L,Autumn,0.23
PRD07339,SupplierC,LayoutD,Method2,9999.0,Suit Cotton M,Suit,Cotton,M,Winter,1.08
PRD07338,SupplierE,LayoutA,Method2,26.0,Pants Cotton XS,Pants,Cotton,XS,Spring,0.44
PRD07337,SupplierB,LayoutA,Method2,33.0,Shirt Cotton L,Shirt,Cotton,L,Winter,0.19
PRD07336,SupplierA,LayoutB,Method2,32.0,Pants Denim S,Pants,Denim,S,Summer,0.42
PRD07335,SupplierA,LayoutD,Method1,16.0,Jacket Cotton S,Jacket,Cotton,S,Spring,0.82
PRD07334,SupplierA,LayoutB,Method3,22.0,Dress Silk XL,Dress,Silk,XL,Winter,0.39
PRD07333,SupplierB,LayoutC,Method1,27.0,Shorts Cotton XL,Shorts,Cotton,XL,Spring,0.31
PRD07332,SupplierC,LayoutB,Method2,34.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Summer,0.11
PRD07331,SupplierF,LayoutC,Method3,16.0,Pants Wool S,Pants,Wool,S,Winter,0.53
PRD07352,SupplierD,LayoutB,Method3,22.0,Shirt Wool M,Shirt,Wool,M,Summer,0.22
PRD07351,SupplierF,LayoutC,Method2,23.0,Pants Linen M,Pants,Linen,M,Summer,0.39
PRD07350,SupplierF,LayoutB,Method1,24.0,Shorts Cotton M,Shorts,Cotton,M,Autumn,0.29
PRD07349,SupplierA,LayoutD,Method1,4.0,Coat Polyester M,Coat,Polyester,M,Spring,1.12
PRD07348,SupplierE,LayoutB,Method3,19.0,Dress Wool S,Dress,Wool,S,Spring,0.54
PRD07347,SupplierA,LayoutC,Method2,29.0,Dress Polyester M,Dress,Polyester,M,Summer,0.41
PRD07346,SupplierD,LayoutC,Method3,34.0,Pants Wool L,Pants,Wool,L,Spring,0.48
PRD07345,SupplierA,LayoutB,Method1,22.0,Dress Polyester L,Dress,Polyester,L,Spring,0.48
PRD07344,SupplierA,LayoutB,Method2,19.0,Dress Cotton XL,Dress,Cotton,XL,Autumn,0.53
PRD07363,SupplierB,LayoutA,Method3,34.0,Skirt Silk XS,Skirt,Silk,XS,Autumn,0.21
PRD07362,SupplierG,LayoutC,Method2,10.0,Dress Cotton S,Dress,Cotton,S,Autumn,0.5
PRD07361,SupplierA,LayoutD,Method1,4.0,Coat Polyester M,Coat,Polyester,M,Spring,1.08
PRD07360,SupplierF,LayoutB,Method1,31.0,Blouse Polyester L,Blouse,Polyester,L,Summer,0.19
PRD07359,SupplierC,LayoutB,Method2,45.0,Shirt Linen S,Shirt,Linen,S,Winter,0.17
PRD07358,SupplierC,LayoutC,Method1,34.0,Shorts Cotton XS,Shorts,Cotton,XS,Spring,0.33
PRD07357,SupplierB,LayoutC,Method1,9999.0,Hoodie Cotton L,Hoodie,Cotton,L,Autumn,0.92
PRD07356,SupplierC,LayoutD,Method2,18.0,Sweater Cotton L,Sweater,Cotton,L,Spring,0.74
PRD07355,SupplierF,LayoutA,Method2,29.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.21
PRD07354,SupplierD,LayoutC,Method2,30.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.27
PRD07353,SupplierE,LayoutD,Method3,16.0,Dress Wool L,Dress,Wool,L,Spring,0.67
PRD07373,SupplierE,LayoutB,Method1,49.0,Shirt Cotton S,Shirt,Cotton,S,Spring,0.18
PRD07372,SupplierA,LayoutE,Method2,7.0,Suit Cotton M,Suit,Cotton,M,Autumn,1.06
PRD07371,SupplierC,LayoutE,Method2,7.0,Coat Cotton M,Coat,Cotton,M,Winter,1.22
PRD07370,SupplierG,LayoutB,Method2,24.0,Blouse Cotton L,Blouse,Cotton,L,Winter,0.22
PRD07369,SupplierE,LayoutB,Method3,33.0,Shirt Wool L,Shirt,Wool,L,Summer,0.28
PRD07368,SupplierA,LayoutB,Method2,20.0,Skirt Denim XL,Skirt,Denim,XL,Winter,0.41
PRD07367,SupplierB,LayoutC,Method3,10.0,Dress Wool M,Dress,Wool,M,Autumn,0.59
PRD07366,SupplierA,LayoutE,Method2,5.0,Jacket Denim L,Jacket,Denim,L,Autumn,1.11
PRD07365,SupplierB,LayoutB,Method3,29.0,Dress Linen XL,Dress,Linen,XL,Summer,0.47
PRD07364,SupplierA,LayoutA,Method1,36.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Spring,0.16
PRD07385,SupplierC,LayoutD,Method2,9.0,Coat Cotton XL,Coat,Cotton,XL,Winter,1.67
PRD07384,SupplierB,LayoutB,Method1,30.0,Skirt Polyester S,Skirt,Polyester,S,Winter,0.2
PRD07383,SupplierB,LayoutD,Method2,15.0,Hoodie Cotton M,Hoodie,Cotton,M,Spring,0.68
PRD07382,SupplierA,LayoutA,Method2,34.0,Shirt Linen L,Shirt,Linen,L,Spring,0.15
PRD07381,SupplierB,LayoutD,Method3,12.0,Jacket Wool L,Jacket,Wool,L,Summer,0.98
PRD07380,SupplierB,LayoutB,Method1,40.0,Shirt Cotton M,Shirt,Cotton,M,Spring,0.18
PRD07379,SupplierC,LayoutC,Method2,27.0,Skirt Denim L,Skirt,Denim,L,Summer,0.38
PRD07378,SupplierF,LayoutC,Method2,12.0,Jacket Polyester M,Jacket,Polyester,M,Summer,0.65
PRD07377,SupplierA,LayoutB,Method1,14.0,Dress Cotton S,Dress,Cotton,S,Summer,0.58
PRD07376,SupplierA,LayoutA,Method3,34.0,Shirt Linen S,Shirt,Linen,S,Summer,0.16
PRD07375,SupplierH,LayoutA,Method1,23.0,Shirt Cotton XS,Shirt,Cotton,XS,Spring,0.21
PRD07374,SupplierC,LayoutB,Method3,28.0,Skirt Wool M,Skirt,Wool,M,Autumn,0.31
PRD07395,SupplierC,LayoutB,Method2,24.0,Pants Polyester M,Pants,Polyester,M,Winter,0.34
PRD07394,SupplierB,LayoutC,Method2,33.0,Skirt Linen XL,Skirt,Linen,XL,Autumn,0.25
PRD07393,SupplierC,LayoutB,Method3,46.0,T-Shirt Silk L,T-Shirt,Silk,L,Autumn,0.1
PRD07392,SupplierA,LayoutA,Method3,42.0,Shirt Silk L,Shirt,Silk,L,Summer,0.13
PRD07391,SupplierH,LayoutC,Method3,11.0,Suit Linen M,Suit,Linen,M,Spring,0.83
PRD07390,SupplierA,LayoutD,Method2,17.0,Jacket Cotton S,Jacket,Cotton,S,Autumn,0.89
PRD07389,SupplierB,LayoutB,Method2,24.0,Pants Linen M,Pants,Linen,M,Winter,0.44
PRD07388,SupplierC,LayoutC,Method1,15.0,Hoodie Polyester L,Hoodie,Polyester,L,Winter,0.71
PRD07387,SupplierC,LayoutA,Method1,40.0,Shirt Polyester L,Shirt,Polyester,L,Winter,0.14
PRD07386,SupplierA,LayoutC,Method3,28.0,Pants Linen S,Pants,Linen,S,Autumn,0.33
PRD07407,SupplierC,LayoutD,Method2,17.0,Suit Cotton M,Suit,Cotton,M,Spring,0.91
PRD07406,SupplierD,LayoutC,Method3,12.5,Pants Wool XL,Pants,Wool,XL,Winter,0.49
PRD07405,SupplierE,LayoutD,Method3,17.0,Jacket Linen M,Jacket,Linen,M,Spring,0.7
PRD07404,SupplierA,LayoutD,Method2,17.0,Jacket Linen S,Jacket,Linen,S,Winter,0.71
PRD07403,SupplierA,LayoutB,Method1,30.0,Skirt Cotton M,Skirt,Cotton,M,Spring,0.27
PRD07402,SupplierB,LayoutE,Method3,0.0,Coat Linen M,Coat,Linen,M,Autumn,1.51
PRD07401,SupplierA,LayoutA,Method3,27.0,Shirt Wool XL,Shirt,Wool,XL,Winter,0.22
PRD07400,SupplierC,LayoutC,Method2,14.0,Pants Denim M,Pants,Denim,M,Summer,0.56
PRD07399,SupplierA,LayoutD,Method2,9.0,Coat Cotton M,Coat,Cotton,M,Autumn,1.85
PRD07398,SupplierB,LayoutB,Method2,35.0,Blouse Polyester XL,Blouse,Polyester,XL,Autumn,0.17
PRD07397,SupplierC,LayoutA,Method2,47.0,Shirt Cotton XS,Shirt,Cotton,XS,Autumn,0.18
PRD07396,SupplierA,LayoutC,Method2,26.0,Shirt Denim M,Shirt,Denim,M,Winter,0.25
PRD07416,SupplierD,LayoutB,Method3,25.0,Skirt Silk XS,Skirt,Silk,XS,Autumn,0.22
PRD07415,SupplierB,LayoutC,Method1,30.0,Dress Cotton L,Dress,Cotton,L,Autumn,0.39
PRD07414,SupplierH,LayoutB,Method1,33.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Spring,0.13
PRD07413,SupplierA,LayoutC,Method2,32.0,Pants Cotton L,Pants,Cotton,L,Winter,0.37
PRD07412,SupplierA,LayoutC,Method2,10.0,Jacket Cotton XS,Jacket,Cotton,XS,Autumn,0.88
PRD07411,SupplierC,LayoutD,Method1,11.0,Jacket Cotton M,Jacket,Cotton,M,Spring,0.91
PRD07410,SupplierB,LayoutB,Method1,27.0,Skirt Polyester M,Skirt,Polyester,M,Autumn,0.23
PRD07409,SupplierA,LayoutA,Method2,49.0,Shirt Cotton XS,Shirt,Cotton,XS,Winter,0.17
PRD07408,SupplierA,LayoutD,Method2,11.0,Hoodie Polyester M,Hoodie,Polyester,M,Spring,0.73
PRD07426,SupplierB,LayoutC,Method2,12.0,Jacket Cotton S,Jacket,Cotton,S,Winter,0.82
PRD07425,SupplierE,LayoutB,Method1,31.0,Dress Cotton M,Dress,Cotton,M,Winter,0.46
PRD07424,SupplierD,LayoutA,Method2,9.0,Jacket Denim M,Jacket,Denim,M,Autumn,1.02
PRD07423,SupplierD,LayoutD,Method2,17.0,Jacket Cotton M,Jacket,Cotton,M,Spring,0.93
PRD07422,SupplierA,LayoutE,Method2,9.0,Coat Cotton M,Coat,Cotton,M,Spring,1.29
PRD07421,SupplierD,LayoutA,Method3,38.0,Shirt Silk S,Shirt,Silk,S,Summer,0.14
PRD07420,SupplierD,LayoutD,Method2,8.0,Coat Polyester XL,Coat,Polyester,XL,Autumn,1.22
PRD07419,SupplierB,LayoutB,Method1,31.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.19
PRD07418,SupplierA,LayoutB,Method1,20.0,Shirt Cotton M,Shirt,Cotton,M,Autumn,0.21
PRD07417,SupplierA,LayoutB,Method1,30.0,Pants Polyester L,Pants,Polyester,L,Summer,0.33
PRD07439,SupplierA,LayoutC,Method1,28.0,Pants Polyester L,Pants,Polyester,L,Spring,0.31
PRD07438,SupplierA,LayoutB,Method2,31.0,Pants Polyester L,Pants,Polyester,L,Autumn,0.28
PRD07437,SupplierB,LayoutB,Method2,24.0,Pants Polyester L,Pants,Polyester,L,Winter,0.33
PRD07436,SupplierF,LayoutB,Method2,49.0,Blouse Polyester M,Blouse,Polyester,M,Winter,0.17
PRD07435,SupplierE,LayoutB,Method2,33.0,Shirt Cotton S,Shirt,Cotton,S,Autumn,0.23
PRD07434,SupplierA,LayoutC,Method2,24.0,Pants Cotton L,Pants,Cotton,L,Summer,0.42
PRD07433,SupplierG,LayoutA,Method1,46.0,Shirt Polyester S,Shirt,Polyester,S,Summer,0.16
PRD07432,SupplierA,LayoutC,Method2,14.0,Dress Denim L,Dress,Denim,L,Autumn,0.71
PRD07431,SupplierC,LayoutC,Method3,3.0,Pants Silk M,Pants,Silk,M,Autumn,0.29
PRD07430,SupplierE,LayoutE,Method2,7.0,Suit Cotton S,Suit,Cotton,S,Winter,1.12
PRD07429,SupplierE,LayoutE,Method2,4.0,Suit Denim L,Suit,Denim,L,Summer,1.17
PRD07428,SupplierB,LayoutB,Method1,28.0,Pants Cotton L,Pants,Cotton,L,Spring,0.49
PRD07427,SupplierD,LayoutA,Method1,30.0,Shirt Cotton L,Shirt,Cotton,L,Summer,0.24
PRD07449,SupplierA,LayoutD,Method1,9999.0,Suit Cotton XS,Suit,Cotton,XS,Spring,1.06
PRD07448,SupplierE,LayoutB,Method2,29.0,Pants Polyester M,Pants,Polyester,M,Summer,0.36
PRD07447,SupplierC,LayoutB,Method1,33.0,Skirt Cotton XL,Skirt,Cotton,XL,Summer,0.28
PRD07446,SupplierD,LayoutD,Method1,12.5,Coat Cotton M,Coat,Cotton,M,Autumn,1.63
PRD07445,SupplierA,LayoutB,Method1,27.0,Pants Cotton L,Pants,Cotton,L,Summer,0.42
PRD07444,SupplierB,LayoutC,Method1,12.0,Suit Cotton L,Suit,Cotton,L,Summer,0.94
PRD07443,SupplierA,LayoutA,Method3,40.0,Shirt Silk XL,Shirt,Silk,XL,Autumn,0.12
PRD07442,SupplierH,LayoutA,Method3,33.0,Shirt Wool M,Shirt,Wool,M,Summer,0.23
PRD07441,SupplierA,LayoutD,Method2,16.0,Suit Polyester L,Suit,Polyester,L,Winter,0.72
PRD07440,SupplierE,LayoutB,Method2,34.0,Shirt Denim L,Shirt,Denim,L,Autumn,0.26
PRD07459,SupplierC,LayoutB,Method1,34.0,Pants Cotton M,Pants,Cotton,M,Winter,0.4
PRD07458,SupplierA,LayoutD,Method2,18.0,Jacket Cotton M,Jacket,Cotton,M,Spring,0.87
PRD07457,SupplierA,LayoutB,Method2,26.0,Skirt Denim M,Skirt,Denim,M,Summer,0.41
PRD07456,SupplierF,LayoutD,Method1,17.0,Hoodie Polyester L,Hoodie,Polyester,L,Summer,0.67
PRD07455,SupplierC,LayoutB,Method2,25.0,Blouse Cotton S,Blouse,Cotton,S,Spring,0.31
PRD07454,SupplierA,LayoutC,Method2,22.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.25
PRD07453,SupplierA,LayoutC,Method2,23.0,Pants Polyester L,Pants,Polyester,L,Spring,0.34
PRD07452,SupplierA,LayoutC,Method1,16.0,Jacket Cotton M,Jacket,Cotton,M,Summer,0.82
PRD07451,SupplierB,LayoutB,Method2,31.0,Skirt Denim S,Skirt,Denim,S,Winter,0.32
PRD07450,SupplierD,LayoutB,Method2,33.0,Shirt Polyester S,Shirt,Polyester,S,Summer,0.18
PRD07471,SupplierH,LayoutA,Method2,30.0,T-Shirt Linen L,T-Shirt,Linen,L,Winter,0.14
PRD07470,SupplierA,LayoutB,Method1,27.0,Pants Cotton M,Pants,Cotton,M,Winter,0.46
PRD07469,SupplierG,LayoutE,Method2,7.0,Suit Denim L,Suit,Denim,L,Winter,1.36
PRD07468,SupplierA,LayoutE,Method2,9.0,Suit Cotton L,Suit,Cotton,L,Spring,1.13
PRD07467,SupplierF,LayoutA,Method2,37.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Spring,0.14
PRD07466,SupplierB,LayoutD,Method2,16.0,Jacket Polyester S,Jacket,Polyester,S,Winter,0.71
PRD07465,SupplierC,LayoutB,Method2,19.0,Jacket Polyester L,Jacket,Polyester,L,Summer,0.54
PRD07464,SupplierG,LayoutC,Method1,17.0,Jacket Cotton L,Jacket,Cotton,L,Winter,0.87
PRD07463,SupplierA,LayoutB,Method2,31.0,Blouse Polyester M,Blouse,Polyester,M,Winter,0.2
PRD07462,SupplierB,LayoutC,Method2,18.0,Jacket Cotton S,Jacket,Cotton,S,Spring,0.71
PRD07461,SupplierG,LayoutC,Method1,18.0,Dress Cotton M,Dress,Cotton,M,Spring,0.6
PRD07460,SupplierB,LayoutC,Method2,25.0,Pants Cotton L,Pants,Cotton,L,Summer,0.46
PRD07482,SupplierD,LayoutB,Method3,41.0,Shirt Silk XS,Shirt,Silk,XS,Summer,0.11
PRD07481,SupplierG,LayoutC,Method1,33.0,Pants Polyester S,Pants,Polyester,S,Winter,0.34
PRD07480,SupplierA,LayoutD,Method2,12.5,Jacket Cotton L,Jacket,Cotton,L,Spring,0.82
PRD07479,SupplierA,LayoutB,Method3,24.0,Blouse Wool L,Blouse,Wool,L,Summer,0.35
PRD07478,SupplierA,LayoutB,Method3,35.0,Shirt Silk S,Shirt,Silk,S,Winter,0.14
PRD07477,SupplierC,LayoutC,Method2,15.0,Suit Cotton M,Suit,Cotton,M,Spring,0.97
PRD07476,SupplierF,LayoutB,Method1,13.0,Dress Cotton L,Dress,Cotton,L,Spring,0.5
PRD07475,SupplierC,LayoutD,Method2,19.0,Jacket Cotton XS,Jacket,Cotton,XS,Winter,0.79
PRD07474,SupplierA,LayoutB,Method2,32.0,Dress Cotton M,Dress,Cotton,M,Summer,0.49
PRD07473,SupplierB,LayoutB,Method1,33.0,Blouse Polyester S,Blouse,Polyester,S,Winter,0.19
PRD07472,SupplierB,LayoutA,Method1,48.0,Shirt Cotton XL,Shirt,Cotton,XL,Summer,0.17
PRD07493,SupplierC,LayoutC,Method3,26.0,Pants Silk S,Pants,Silk,S,Winter,0.28
PRD07492,SupplierD,LayoutC,Method2,19.0,Jacket Cotton L,Jacket,Cotton,L,Winter,0.85
PRD07491,SupplierE,LayoutB,Method3,43.0,Shirt Silk M,Shirt,Silk,M,Summer,0.13
PRD07490,SupplierE,LayoutB,Method2,23.0,T-Shirt Denim L,T-Shirt,Denim,L,Spring,0.21
PRD07489,SupplierB,LayoutA,Method3,26.0,Skirt Silk M,Skirt,Silk,M,Summer,0.2
PRD07488,SupplierA,LayoutC,Method1,34.0,Shorts Polyester L,Shorts,Polyester,L,Winter,0.25
PRD07487,SupplierG,LayoutC,Method2,16.0,Jacket Polyester M,Jacket,Polyester,M,Winter,0.66
PRD07486,SupplierA,LayoutE,Method2,5.0,Coat Cotton M,Coat,Cotton,M,Winter,1.67
PRD07485,SupplierB,LayoutC,Method3,11.0,Jacket Silk L,Jacket,Silk,L,Autumn,0.63
PRD07484,SupplierA,LayoutB,Method1,18.0,Dress Cotton L,Dress,Cotton,L,Winter,0.55
PRD07483,SupplierB,LayoutD,Method3,10.0,Jacket Wool M,Jacket,Wool,M,Winter,0.97
PRD07504,SupplierC,LayoutA,Method2,21.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.21
PRD07503,SupplierA,LayoutA,Method3,41.0,Shirt Silk L,Shirt,Silk,L,Autumn,0.13
PRD07502,SupplierE,LayoutB,Method1,41.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Summer,0.15
PRD07501,SupplierE,LayoutC,Method1,24.0,Skirt Cotton XL,Skirt,Cotton,XL,Winter,0.32
PRD07500,SupplierC,LayoutE,Method2,4.0,Suit Denim XL,Suit,Denim,XL,Summer,1.34
PRD07499,SupplierE,LayoutC,Method2,26.0,Pants Polyester XL,Pants,Polyester,XL,Spring,0.37
PRD07498,SupplierA,LayoutB,Method1,35.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Spring,0.11
PRD07497,SupplierC,LayoutB,Method2,42.0,Shirt Polyester M,Shirt,Polyester,M,Winter,0.16
PRD07496,SupplierD,LayoutB,Method1,37.0,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.17
PRD07495,SupplierH,LayoutB,Method1,47.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Autumn,0.17
PRD07494,SupplierF,LayoutB,Method1,31.0,Skirt Cotton M,Skirt,Cotton,M,Summer,0.3
PRD07514,SupplierE,LayoutB,Method2,32.0,Shirt Polyester XL,Shirt,Polyester,XL,Spring,0.15
PRD07513,SupplierA,LayoutA,Method2,33.0,Shirt Cotton M,Shirt,Cotton,M,Spring,0.2
PRD07512,SupplierE,LayoutC,Method1,12.0,Hoodie Polyester M,Hoodie,Polyester,M,Winter,0.69
PRD07511,SupplierA,LayoutA,Method2,33.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Summer,0.16
PRD07510,SupplierH,LayoutB,Method3,39.0,Shorts Silk L,Shorts,Silk,L,Spring,0.19
PRD07509,SupplierA,LayoutB,Method1,29.0,Skirt Cotton M,Skirt,Cotton,M,Spring,0.3
PRD07508,SupplierE,LayoutB,Method3,26.0,Pants Wool S,Pants,Wool,S,Winter,0.46
PRD07507,SupplierD,LayoutB,Method1,29.0,Jacket Polyester M,Jacket,Polyester,M,Spring,0.43
PRD07506,SupplierB,LayoutC,Method3,20.0,Shorts Wool M,Shorts,Wool,M,Winter,0.38
PRD07505,SupplierH,LayoutB,Method2,0.0,Skirt Polyester XS,Skirt,Polyester,XS,Summer,0.23
PRD07526,SupplierA,LayoutD,Method1,16.0,Suit Polyester XL,Suit,Polyester,XL,Autumn,0.78
PRD07525,SupplierA,LayoutD,Method2,13.0,Jacket Cotton S,Jacket,Cotton,S,Winter,0.73
PRD07524,SupplierA,LayoutD,Method2,19.0,Sweater Linen L,Sweater,Linen,L,Summer,0.73
PRD07523,SupplierA,LayoutB,Method1,26.0,Skirt Polyester S,Skirt,Polyester,S,Winter,0.26
PRD07522,SupplierC,LayoutB,Method2,33.0,Dress Polyester L,Dress,Polyester,L,Summer,0.35
